RecordID,ProductID,Name,Color,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,Style,ProductSubCategory,ProductCategory,UpdatedListPrice,UpdatedCost,SpecialOfferID,DiscountDescription,DiscountPct,DiscountType,DiscountCategory,StartDate,EndDate,MinQty,MaxQty,Cluster
308,870,Water Bottle - 30 oz.,No Color,1.8663,4.99,0.0,NA,NA,0.0,NA,Bottles and Cages,Accessories,4.99,1.8663,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
309,870,Water Bottle - 30 oz.,No Color,1.8663,4.99,0.0,NA,NA,0.0,NA,Bottles and Cages,Accessories,4.99,1.8663,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
310,870,Water Bottle - 30 oz.,No Color,1.8663,4.99,0.0,NA,NA,0.0,NA,Bottles and Cages,Accessories,4.99,1.8663,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
311,870,Water Bottle - 30 oz.,No Color,1.8663,4.99,0.0,NA,NA,0.0,NA,Bottles and Cages,Accessories,4.99,1.8663,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
312,871,Mountain Bottle Cage,No Color,3.7363,9.99,0.0,NA,NA,0.0,NA,Bottles and Cages,Accessories,9.99,3.7363,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
313,872,Road Bottle Cage,No Color,3.3623,8.99,0.0,NA,NA,0.0,NA,Bottles and Cages,Accessories,8.99,3.3623,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
314,873,Patch Kit/8 Patches,No Color,0.8565,2.29,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,2.29,0.8565,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
315,873,Patch Kit/8 Patches,No Color,0.8565,2.29,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,2.29,0.8565,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
316,874,"Racing Socks, M",White,3.3623,8.99,42.0,NA,NA,0.0,U ,Socks,Clothing,8.99,3.3623,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
317,874,"Racing Socks, M",White,3.3623,8.99,42.0,NA,NA,0.0,U ,Socks,Clothing,8.99,3.3623,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
318,875,"Racing Socks, L",White,3.3623,8.99,46.0,NA,NA,0.0,U ,Socks,Clothing,8.99,3.3623,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
319,875,"Racing Socks, L",White,3.3623,8.99,46.0,NA,NA,0.0,U ,Socks,Clothing,8.99,3.3623,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
320,875,"Racing Socks, L",White,3.3623,8.99,46.0,NA,NA,0.0,U ,Socks,Clothing,8.99,3.3623,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
321,875,"Racing Socks, L",White,3.3623,8.99,46.0,NA,NA,0.0,U ,Socks,Clothing,8.99,3.3623,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
322,876,Hitch Rack - 4-Bike,No Color,44.88,120.0,0.0,NA,NA,0.0,NA,Bike Racks,Accessories,120.0,44.88,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
323,876,Hitch Rack - 4-Bike,No Color,44.88,120.0,0.0,NA,NA,0.0,NA,Bike Racks,Accessories,120.0,44.88,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
324,876,Hitch Rack - 4-Bike,No Color,44.88,120.0,0.0,NA,NA,0.0,NA,Bike Racks,Accessories,120.0,44.88,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
325,876,Hitch Rack - 4-Bike,No Color,44.88,120.0,0.0,NA,NA,0.0,NA,Bike Racks,Accessories,120.0,44.88,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
326,877,Bike Wash - Dissolver,No Color,2.9733,7.95,0.0,NA,NA,0.0,NA,Cleaners,Accessories,7.95,2.9733,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
327,877,Bike Wash - Dissolver,No Color,2.9733,7.95,0.0,NA,NA,0.0,NA,Cleaners,Accessories,7.95,2.9733,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
328,877,Bike Wash - Dissolver,No Color,2.9733,7.95,0.0,NA,NA,0.0,NA,Cleaners,Accessories,7.95,2.9733,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
329,877,Bike Wash - Dissolver,No Color,2.9733,7.95,0.0,NA,NA,0.0,NA,Cleaners,Accessories,7.95,2.9733,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
330,878,Fender Set - Mountain,No Color,8.2205,21.98,0.0,NA,NA,0.0,NA,Fenders,Accessories,21.98,8.2205,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
331,879,All-Purpose Bike Stand,No Color,59.466,159.0,0.0,NA,NA,0.0,NA,Bike Stands,Accessories,159.0,59.466,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
332,880,Hydration Pack - 70 oz.,Silver,20.5663,54.99,70.0,NA,NA,0.0,NA,Hydration Packs,Accessories,54.99,20.5663,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
333,880,Hydration Pack - 70 oz.,Silver,20.5663,54.99,70.0,NA,NA,0.0,NA,Hydration Packs,Accessories,54.99,20.5663,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
334,880,Hydration Pack - 70 oz.,Silver,20.5663,54.99,70.0,NA,NA,0.0,NA,Hydration Packs,Accessories,54.99,20.5663,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
335,881,"Short-Sleeve Classic Jersey, S",Yellow,41.5723,53.99,38.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
336,881,"Short-Sleeve Classic Jersey, S",Yellow,41.5723,53.99,38.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
337,881,"Short-Sleeve Classic Jersey, S",Yellow,41.5723,53.99,38.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
338,882,"Short-Sleeve Classic Jersey, M",Yellow,41.5723,53.99,42.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
339,883,"Short-Sleeve Classic Jersey, L",Yellow,41.5723,53.99,46.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
340,883,"Short-Sleeve Classic Jersey, L",Yellow,41.5723,53.99,46.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
341,883,"Short-Sleeve Classic Jersey, L",Yellow,41.5723,53.99,46.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
342,884,"Short-Sleeve Classic Jersey, XL",Yellow,41.5723,53.99,50.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
343,884,"Short-Sleeve Classic Jersey, XL",Yellow,41.5723,53.99,50.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
344,884,"Short-Sleeve Classic Jersey, XL",Yellow,41.5723,53.99,50.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
345,884,"Short-Sleeve Classic Jersey, XL",Yellow,41.5723,53.99,50.0,NA,NA,0.0,U ,Jerseys,Clothing,53.99,41.5723,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
346,885,"HL Touring Frame - Yellow, 60",Yellow,601.7437,1003.91,60.0,CM ,LB ,3.08,U ,Touring Frames,Components,1003.91,601.7437,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
347,885,"HL Touring Frame - Yellow, 60",Yellow,601.7437,1003.91,60.0,CM ,LB ,3.08,U ,Touring Frames,Components,1003.91,601.7437,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
348,886,"LL Touring Frame - Yellow, 62",Yellow,199.8519,333.42,62.0,CM ,LB ,3.2,U ,Touring Frames,Components,333.42,199.8519,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
349,886,"LL Touring Frame - Yellow, 62",Yellow,199.8519,333.42,62.0,CM ,LB ,3.2,U ,Touring Frames,Components,333.42,199.8519,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
350,887,"HL Touring Frame - Yellow, 46",Yellow,601.7437,1003.91,46.0,CM ,LB ,2.96,U ,Touring Frames,Components,1003.91,601.7437,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
351,888,"HL Touring Frame - Yellow, 50",Yellow,601.7437,1003.91,50.0,CM ,LB ,3.0,U ,Touring Frames,Components,1003.91,601.7437,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
352,889,"HL Touring Frame - Yellow, 54",Yellow,601.7437,1003.91,54.0,CM ,LB ,3.04,U ,Touring Frames,Components,1003.91,601.7437,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
353,889,"HL Touring Frame - Yellow, 54",Yellow,601.7437,1003.91,54.0,CM ,LB ,3.04,U ,Touring Frames,Components,1003.91,601.7437,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
354,890,"HL Touring Frame - Blue, 46",Blue,601.7437,1003.91,46.0,CM ,LB ,2.96,U ,Touring Frames,Components,1003.91,601.7437,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
355,891,"HL Touring Frame - Blue, 50",Blue,601.7437,1003.91,50.0,CM ,LB ,3.0,U ,Touring Frames,Components,1003.91,601.7437,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
356,892,"HL Touring Frame - Blue, 54",Blue,601.7437,1003.91,54.0,CM ,LB ,3.04,U ,Touring Frames,Components,1003.91,601.7437,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
357,892,"HL Touring Frame - Blue, 54",Blue,601.7437,1003.91,54.0,CM ,LB ,3.04,U ,Touring Frames,Components,1003.91,601.7437,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
358,892,"HL Touring Frame - Blue, 54",Blue,601.7437,1003.91,54.0,CM ,LB ,3.04,U ,Touring Frames,Components,1003.91,601.7437,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
359,893,"HL Touring Frame - Blue, 60",Blue,601.7437,1003.91,60.0,CM ,LB ,3.08,U ,Touring Frames,Components,1003.91,601.7437,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
360,893,"HL Touring Frame - Blue, 60",Blue,601.7437,1003.91,60.0,CM ,LB ,3.08,U ,Touring Frames,Components,1003.91,601.7437,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
361,893,"HL Touring Frame - Blue, 60",Blue,601.7437,1003.91,60.0,CM ,LB ,3.08,U ,Touring Frames,Components,1003.91,601.7437,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
362,894,Rear Derailleur,Silver,53.9282,121.46,0.0,NA,G  ,215.0,NA,Derailleurs,Components,121.46,53.9282,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
363,895,"LL Touring Frame - Blue, 50",Blue,199.8519,333.42,50.0,CM ,LB ,3.1,U ,Touring Frames,Components,333.42,199.8519,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
364,896,"LL Touring Frame - Blue, 54",Blue,199.8519,333.42,54.0,CM ,LB ,3.14,U ,Touring Frames,Components,333.42,199.8519,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
365,897,"LL Touring Frame - Blue, 58",Blue,199.8519,333.42,58.0,CM ,LB ,3.16,U ,Touring Frames,Components,333.42,199.8519,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
366,898,"LL Touring Frame - Blue, 62",Blue,199.8519,333.42,62.0,CM ,LB ,3.2,U ,Touring Frames,Components,333.42,199.8519,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
367,899,"LL Touring Frame - Yellow, 44",Yellow,199.8519,333.42,44.0,CM ,LB ,3.02,U ,Touring Frames,Components,333.42,199.8519,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
368,899,"LL Touring Frame - Yellow, 44",Yellow,199.8519,333.42,44.0,CM ,LB ,3.02,U ,Touring Frames,Components,333.42,199.8519,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
369,900,"LL Touring Frame - Yellow, 50",Yellow,199.8519,333.42,50.0,CM ,LB ,3.1,U ,Touring Frames,Components,333.42,199.8519,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
370,901,"LL Touring Frame - Yellow, 54",Yellow,199.8519,333.42,54.0,CM ,LB ,3.14,U ,Touring Frames,Components,333.42,199.8519,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
371,902,"LL Touring Frame - Yellow, 58",Yellow,199.8519,333.42,58.0,CM ,LB ,3.16,U ,Touring Frames,Components,333.42,199.8519,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
372,903,"LL Touring Frame - Blue, 44",Blue,199.8519,333.42,44.0,CM ,LB ,3.02,U ,Touring Frames,Components,333.42,199.8519,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
373,904,"ML Mountain Frame-W - Silver, 40",Silver,199.3757,364.09,40.0,CM ,LB ,2.77,W ,Mountain Frames,Components,364.09,199.3757,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
374,904,"ML Mountain Frame-W - Silver, 40",Silver,199.3757,364.09,40.0,CM ,LB ,2.77,W ,Mountain Frames,Components,364.09,199.3757,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
375,905,"ML Mountain Frame-W - Silver, 42",Silver,199.3757,364.09,42.0,CM ,LB ,2.81,W ,Mountain Frames,Components,364.09,199.3757,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
376,906,"ML Mountain Frame-W - Silver, 46",Silver,199.3757,364.09,46.0,CM ,LB ,2.85,W ,Mountain Frames,Components,364.09,199.3757,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
377,907,Rear Brakes,Silver,47.286,106.5,0.0,NA,G  ,317.0,NA,Brakes,Components,106.5,47.286,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
378,908,LL Mountain Seat/Saddle,No Color,12.0413,27.12,0.0,NA,NA,0.0,NA,Saddles,Components,27.12,12.0413,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
379,908,LL Mountain Seat/Saddle,No Color,12.0413,27.12,0.0,NA,NA,0.0,NA,Saddles,Components,27.12,12.0413,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
380,909,ML Mountain Seat/Saddle,No Color,17.3782,39.14,0.0,NA,NA,0.0,NA,Saddles,Components,39.14,17.3782,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
381,909,ML Mountain Seat/Saddle,No Color,17.3782,39.14,0.0,NA,NA,0.0,NA,Saddles,Components,39.14,17.3782,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
382,910,HL Mountain Seat/Saddle,No Color,23.3722,52.64,0.0,NA,NA,0.0,NA,Saddles,Components,52.64,23.3722,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
383,911,LL Road Seat/Saddle,No Color,12.0413,27.12,0.0,NA,NA,0.0,NA,Saddles,Components,27.12,12.0413,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
384,912,ML Road Seat/Saddle,No Color,17.3782,39.14,0.0,NA,NA,0.0,NA,Saddles,Components,39.14,17.3782,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
385,913,HL Road Seat/Saddle,No Color,23.3722,52.64,0.0,NA,NA,0.0,NA,Saddles,Components,52.64,23.3722,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
386,914,LL Touring Seat/Saddle,No Color,12.0413,27.12,0.0,NA,NA,0.0,NA,Saddles,Components,27.12,12.0413,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
387,915,ML Touring Seat/Saddle,No Color,17.3782,39.14,0.0,NA,NA,0.0,NA,Saddles,Components,39.14,17.3782,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
388,916,HL Touring Seat/Saddle,No Color,23.3722,52.64,0.0,NA,NA,0.0,NA,Saddles,Components,52.64,23.3722,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
389,917,"LL Mountain Frame - Silver, 42",Silver,144.5938,264.05,42.0,CM ,LB ,2.92,U ,Mountain Frames,Components,264.05,144.5938,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
390,917,"LL Mountain Frame - Silver, 42",Silver,144.5938,264.05,42.0,CM ,LB ,2.92,U ,Mountain Frames,Components,264.05,144.5938,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
391,918,"LL Mountain Frame - Silver, 44",Silver,144.5938,264.05,44.0,CM ,LB ,2.96,U ,Mountain Frames,Components,264.05,144.5938,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
392,919,"LL Mountain Frame - Silver, 48",Silver,144.5938,264.05,48.0,CM ,LB ,3.0,U ,Mountain Frames,Components,264.05,144.5938,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
393,920,"LL Mountain Frame - Silver, 52",Silver,144.5938,264.05,52.0,CM ,LB ,3.04,U ,Mountain Frames,Components,264.05,144.5938,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
394,921,Mountain Tire Tube,No Color,1.8663,4.99,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,4.99,1.8663,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
395,922,Road Tire Tube,No Color,1.4923,3.99,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,3.99,1.4923,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
396,923,Touring Tire Tube,No Color,1.8663,4.99,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,4.99,1.8663,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
397,924,"LL Mountain Frame - Black, 42",Black,136.785,249.79,42.0,CM ,LB ,2.92,U ,Mountain Frames,Components,249.79,136.785,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
398,925,"LL Mountain Frame - Black, 44",Black,136.785,249.79,44.0,CM ,LB ,2.96,U ,Mountain Frames,Components,249.79,136.785,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
399,925,"LL Mountain Frame - Black, 44",Black,136.785,249.79,44.0,CM ,LB ,2.96,U ,Mountain Frames,Components,249.79,136.785,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
400,926,"LL Mountain Frame - Black, 48",Black,136.785,249.79,48.0,CM ,LB ,3.0,U ,Mountain Frames,Components,249.79,136.785,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
401,927,"LL Mountain Frame - Black, 52",Black,136.785,249.79,52.0,CM ,LB ,3.04,U ,Mountain Frames,Components,249.79,136.785,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
402,928,LL Mountain Tire,No Color,9.3463,24.99,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,24.99,9.3463,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
403,928,LL Mountain Tire,No Color,9.3463,24.99,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,24.99,9.3463,10,Mountain Tire Sale,0.5,Excess Inventory,Customer,2013-05-14 00:00:00.000,2013-07-29 00:00:00.000,0,99999999.0,4
404,929,ML Mountain Tire,No Color,11.2163,29.99,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,29.99,11.2163,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
405,929,ML Mountain Tire,No Color,11.2163,29.99,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,29.99,11.2163,10,Mountain Tire Sale,0.5,Excess Inventory,Customer,2013-05-14 00:00:00.000,2013-07-29 00:00:00.000,0,99999999.0,4
406,930,HL Mountain Tire,No Color,13.09,35.0,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,35.0,13.09,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
407,930,HL Mountain Tire,No Color,13.09,35.0,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,35.0,13.09,10,Mountain Tire Sale,0.5,Excess Inventory,Customer,2013-05-14 00:00:00.000,2013-07-29 00:00:00.000,0,99999999.0,4
408,931,LL Road Tire,No Color,8.0373,21.49,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,21.49,8.0373,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
409,932,ML Road Tire,No Color,9.3463,24.99,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,24.99,9.3463,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
410,933,HL Road Tire,No Color,12.1924,32.6,0.0,NA,NA,0.0,NA,Tires and Tubes,Accessories,32.6,12.1924,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
